review_id,product_name,category,review_text,sentiment,is_seeded,timestamp
SB0068,SmartBottle Pro,Personal Care,Temperature control accurate hai 🤔,neutral,False,2024-03-09T00:00:00
NM0008,NutriMix Blender,Food,Warranty coverage acha hai,positive,False,2024-07-27T00:00:00
BC0023,BoltCharge 20W,Electronics,Cable length perfect hai,positive,False,2024-06-22T00:00:00
SB0120,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-04-30T00:00:00
SB0093,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha",neutral,False,2024-04-03T00:00:00
SB0070,SmartBottle Pro,Personal Care,Keeps water cold ...,neutral,False,2024-03-11T00:00:00
SB0029,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",neutral,False,2024-01-30T00:00:00
SB0131,SmartBottle Pro,Personal Care,Value for money product 🤔,neutral,False,2024-05-11T00:00:00
BC0000,BoltCharge 20W,Electronics,Only one port available,negative,False,2024-05-30T00:00:00
SB0133,SmartBottle Pro,Personal Care,Temperature control accurate hai 💭 🤔,neutral,False,2024-05-13T00:00:00
SB0044,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-02-14T00:00:00
NM0080,NutriMix Blender,Food,"Powerful motor, grinds everything",positive,False,2024-10-07T00:00:00
SB0130,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-05-10T00:00:00
NM0065,NutriMix Blender,Food,Best blender in this price range 😊,positive,False,2024-09-22T00:00:00
NM0012,NutriMix Blender,Food,Warranty coverage acha hai,positive,False,2024-07-31T00:00:00
BC0039,BoltCharge 20W,Electronics,No heatng issue during chargng,positive,False,2024-07-08T00:00:00
BC0033,BoltCharge 20W,Electronics,charging wire weak quality 🔌,negative,True,2024-07-02T00:00:00
BC0009,BoltCharge 20W,Electronics,20W mein itni speed unexpected,positive,False,2024-06-08T00:00:00
NM0030,NutriMix Blender,Food,"Powerful motor, grinds everything",neutral,False,2024-08-18T00:00:00
SB0034,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-02-04T00:00:00
NM0091,NutriMix Blender,Food,overheating issue in motor,negative,True,2024-10-18T00:00:00
SB0117,SmartBottle Pro,Personal Care,Cap khula hua tha 🔌 📦,negative,True,2024-04-27T00:00:00
SB0059,SmartBottle Pro,Personal Care,Love the temperature display feature 🤔,positive,False,2024-02-29T00:00:00
NM0032,NutriMix Blender,Food,Blends ice cubes like butter,positive,False,2024-08-20T00:00:00
BC0046,BoltCharge 20W,Electronics,No heating issue during charging,neutral,False,2024-07-15T00:00:00
NM0058,NutriMix Blender,Food,burning smell jaise kuch jal raha ho,negative,True,2024-09-15T00:00:00
NM0016,NutriMix Blender,Food,Best blender in this price range,positive,False,2024-08-04T00:00:00
BC0044,BoltCharge 20W,Electronics,Cable length perfect hai,neutral,False,2024-07-13T00:00:00
SB0106,SmartBottle Pro,Personal Care,Temperature control accurate hai,neutral,False,2024-04-16T00:00:00
SB0149,SmartBottle Pro,Personal Care,cap came loose,negative,True,2024-05-29T00:00:00
SB0047,SmartBottle Pro,Personal Care,Temperature control accurate hai,positive,False,2024-02-17T00:00:00
BC0014,BoltCharge 20W,Electronics,charging wire weak quality 💭 💭,negative,True,2024-06-13T00:00:00
SB0049,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-02-19T00:00:00
NM0064,NutriMix Blender,Food,Multiple speed options useful hain,positive,False,2024-09-21T00:00:00
SB0082,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya",neutral,False,2024-03-23T00:00:00
NM0097,NutriMix Blender,Food,"Powerful motor, grinds everything 🤔",positive,False,2024-10-24T00:00:00
SB0033,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-02-03T00:00:00
BC0001,BoltCharge 20W,Electronics,Cable length perfect hai,neutral,False,2024-05-31T00:00:00
SB0062,SmartBottle Pro,Personal Care,Display battery jaldi drain hoti hai,negative,False,2024-03-03T00:00:00
SB0121,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-05-01T00:00:00
SB0050,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",positive,False,2024-02-20T00:00:00
BC0038,BoltCharge 20W,Electronics,cable durability bilkul bekar,negative,True,2024-07-07T00:00:00
SB0137,SmartBottle Pro,Personal Care,"Keeps water cold for hurs, very nice",positive,False,2024-05-17T00:00:00
SB0014,SmartBottle Pro,Personal Care,Price thoda zyada hai,negative,False,2024-01-15T00:00:00
SB0108,SmartBottle Pro,Personal Care,Value for money product,positive,False,2024-04-18T00:00:00
SB0142,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-05-22T00:00:00
NM0088,NutriMix Blender,Food,burning odor from motor,negative,True,2024-10-15T00:00:00
NM0071,NutriMix Blender,Food,Jar material could be better,negative,False,2024-09-28T00:00:00
NM0081,NutriMix Blender,Food,Blends ice cubes like butter,positive,False,2024-10-08T00:00:00
SB0021,SmartBottle Pro,Personal Care,Stainless steel quality top notch,neutral,False,2024-01-22T00:00:00
NM0067,NutriMix Blender,Food,Warranty coverage acha hai,positive,False,2024-09-24T00:00:00
SB0006,SmartBottle Pro,Personal Care,Stainless steel quality top notch 🔌 🤔,neutral,False,2024-01-07T00:00:00
NM0000,NutriMix Blender,Food,"Compact design, fits in kitchen",positive,False,2024-07-19T00:00:00
NM0068,NutriMix Blender,Food,"Powerful motor, grinds everything",positive,False,2024-09-25T00:00:00
BC0035,BoltCharge 20W,Electronics,20W mein itni speed unexpected,neutral,False,2024-07-04T00:00:00
NM0098,NutriMix Blender,Food,motor burnt out after 2 uses 🔌 💭,negative,True,2024-10-25T00:00:00
NM0018,NutriMix Blender,Food,Noise bahut zyada hai,negative,False,2024-08-06T00:00:00
SB0109,SmartBottle Pro,Personal Care,bottle cap tight ...,negative,True,2024-04-19T00:00:00
BC0049,BoltCharge 20W,Electronics,Price compared to others thoda high,negative,False,2024-07-18T00:00:00
SB0092,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",positive,False,2024-04-02T00:00:00
BC0003,BoltCharge 20W,Electronics,Adapter bulky hai,negative,False,2024-06-02T00:00:00
SB0039,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",positive,False,2024-02-09T00:00:00
SB0125,SmartBottle Pro,Personal Care,packing bilkul bakwas,negative,True,2024-05-05T00:00:00
NM0086,NutriMix Blender,Food,"Compact design, fits in kitchen 💭",positive,False,2024-10-13T00:00:00
BC0048,BoltCharge 20W,Electronics,Phone 30 min mein 50% charge,positive,False,2024-07-17T00:00:00
SB0024,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya",positive,False,2024-01-25T00:00:00
NM0062,NutriMix Blender,Food,overheating issue in motor,negative,True,2024-09-19T00:00:00
SB0076,SmartBottle Pro,Personal Care,Love the temperature display feature,positive,False,2024-03-17T00:00:00
NM0075,NutriMix Blender,Food,motor burnt out after 2 uses 💭 🤔,negative,True,2024-10-02T00:00:00
NM0009,NutriMix Blender,Food,Blends ice cubes like butter,neutral,False,2024-07-28T00:00:00
SB0138,SmartBottle Pro,Personal Care,"Keeps water cold for hours, very nice",positive,False,2024-05-18T00:00:00
SB0141,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya",positive,False,2024-05-21T00:00:00
SB0104,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu 💭",positive,False,2024-04-14T00:00:00
SB0048,SmartBottle Pro,Personal Care,Love the temperature display feature 😐,positive,False,2024-02-18T00:00:00
SB0052,SmartBottle Pro,Personal Care,Love the temperature display feature,positive,False,2024-02-22T00:00:00
NM0026,NutriMix Blender,Food,Smoothies banane mein bahut easy,positive,False,2024-08-14T00:00:00
NM0013,NutriMix Blender,Food,Blends ice cubes like butter,positive,False,2024-08-01T00:00:00
SB0013,SmartBottle Pro,Personal Care,laeked completely,negative,True,2024-01-14T00:00:00
SB0040,SmartBottle Pro,Personal Care,packaging mein dikkat thi,negative,True,2024-02-10T00:00:00
SB0111,SmartBottle Pro,Personal Care,Love the temperature display feature,positive,False,2024-04-21T00:00:00
BC0005,BoltCharge 20W,Electronics,No LED indicator on charger,negative,False,2024-06-04T00:00:00
NM0055,NutriMix Blender,Food,burning smell jaise kuch jal raha ho,negative,True,2024-09-12T00:00:00
SB0110,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya",positive,False,2024-04-20T00:00:00
SB0007,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-01-08T00:00:00
SB0123,SmartBottle Pro,Personal Care,Love the temperature display feature 🔌,positive,False,2024-05-03T00:00:00
BC0007,BoltCharge 20W,Electronics,cable fraying after 1 week,negative,True,2024-06-06T00:00:00
BC0002,BoltCharge 20W,Electronics,Travel friendly compact size 💭,positive,False,2024-06-01T00:00:00
SB0086,SmartBottle Pro,Personal Care,Price thoda zyada hai 🔌,negative,False,2024-03-27T00:00:00
SB0023,SmartBottle Pro,Personal Care,Temperature control accurate hai,positive,False,2024-01-24T00:00:00
SB0140,SmartBottle Pro,Personal Care,packing bilkul bakwas 🤦 👎,negative,True,2024-05-20T00:00:00
NM0024,NutriMix Blender,Food,"Powerful motor, grinds everything",positive,False,2024-08-12T00:00:00
BC0030,BoltCharge 20W,Electronics,Travel friendly compact size,positive,False,2024-06-29T00:00:00
BC0045,BoltCharge 20W,Electronics,Phone 30 min mein 50% charge,neutral,False,2024-07-14T00:00:00
SB0043,SmartBottle Pro,Personal Care,"Keeps water cold for hours, very nice",neutral,False,2024-02-13T00:00:00
SB0087,SmartBottle Pro,Personal Care,"Lid opens slowly, patience chahiye",negative,False,2024-03-28T00:00:00
BC0028,BoltCharge 20W,Electronics,No LED indicator on charger,negative,False,2024-06-27T00:00:00
NM0029,NutriMix Blender,Food,Blends ice cubes like butter,neutral,False,2024-08-17T00:00:00
NM0082,NutriMix Blender,Food,Cleaning is super easy,neutral,False,2024-10-09T00:00:00
NM0021,NutriMix Blender,Food,"Powerful motor, grinds everything",positive,False,2024-08-09T00:00:00
SB0005,SmartBottle Pro,Personal Care,Temperature control accurate hai,positive,False,2024-01-06T00:00:00
NM0094,NutriMix Blender,Food,Noise bahut zyada hai,negative,False,2024-10-21T00:00:00
NM0038,NutriMix Blender,Food,Multiple speed options useful hain,positive,False,2024-08-26T00:00:00
SB0018,SmartBottle Pro,Personal Care,Value for money product,positive,False,2024-01-19T00:00:00
SB0115,SmartBottle Pro,Personal Care,Stainless steel quality top notch 💭,neutral,False,2024-04-25T00:00:00
SB0041,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya",positive,False,2024-02-11T00:00:00
SB0057,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha ...",neutral,False,2024-02-27T00:00:00
BC0025,BoltCharge 20W,Electronics,Cable length perfect hai,positive,False,2024-06-24T00:00:00
BC0016,BoltCharge 20W,Electronics,Adapter build solid hai,positive,False,2024-06-15T00:00:00
SB0147,SmartBottle Pro,Personal Care,Display battery jaldi drain hoti hai,negative,False,2024-05-27T00:00:00
SB0122,SmartBottle Pro,Personal Care,Value for money product 📦 💭,positive,False,2024-05-02T00:00:00
SB0025,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha",positive,False,2024-01-26T00:00:00
NM0025,NutriMix Blender,Food,Price ke hisaab se thoda basic,negative,False,2024-08-13T00:00:00
SB0139,SmartBottle Pro,Personal Care,packaging mein dikkat thi,negative,True,2024-05-19T00:00:00
NM0004,NutriMix Blender,Food,Smoothies banane mein bahut easy 💭,neutral,False,2024-07-23T00:00:00
NM0099,NutriMix Blender,Food,Jar material could be better,negative,False,2024-10-26T00:00:00
SB0126,SmartBottle Pro,Personal Care,cap came loose,negative,True,2024-05-06T00:00:00
SB0105,SmartBottle Pro,Personal Care,Cap khula hua tha,negative,True,2024-04-15T00:00:00
NM0020,NutriMix Blender,Food,"Compact design, fits in kitcen",positive,False,2024-08-08T00:00:00
SB0107,SmartBottle Pro,Personal Care,Value for money product,neutral,False,2024-04-17T00:00:00
NM0053,NutriMix Blender,Food,Noise bahut zyada hai 💭,negative,False,2024-09-10T00:00:00
NM0089,NutriMix Blender,Food,"Powerful motor, grinds everything",positive,False,2024-10-16T00:00:00
SB0098,SmartBottle Pro,Personal Care,"Lid opens slowly, patience chahiye",negative,False,2024-04-08T00:00:00
SB0012,SmartBottle Pro,Personal Care,"Stylish design, friends ne puca kahan se liya",positive,False,2024-01-13T00:00:00
NM0047,NutriMix Blender,Food,"Compact design, fits in kitchen",positive,False,2024-09-04T00:00:00
BC0034,BoltCharge 20W,Electronics,charging wire weak quality,negative,True,2024-07-03T00:00:00
SB0027,SmartBottle Pro,Personal Care,"Keeps water cold for hours, very nice",neutral,False,2024-01-28T00:00:00
NM0001,NutriMix Blender,Food,Best blender in this price range,positive,False,2024-07-20T00:00:00
SB0065,SmartBottle Pro,Personal Care,seal broken on delivery,negative,True,2024-03-06T00:00:00
NM0056,NutriMix Blender,Food,Best blender in this price range 😊,positive,False,2024-09-13T00:00:00
SB0017,SmartBottle Pro,Personal Care,Temperature control accurate hai ...,neutral,False,2024-01-18T00:00:00
BC0027,BoltCharge 20W,Electronics,Travel friendly compact size,neutral,False,2024-06-26T00:00:00
SB0063,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-03-04T00:00:00
SB0053,SmartBottle Pro,Personal Care,Value for money product,positive,False,2024-02-23T00:00:00
SB0067,SmartBottle Pro,Personal Care,seal broken on delivery,negative,True,2024-03-08T00:00:00
SB0002,SmartBottle Pro,Personal Care,Love the temperature display feature 📦 😐,positive,False,2024-01-03T00:00:00
NM0057,NutriMix Blender,Food,Best blender in this price range,positive,False,2024-09-14T00:00:00
SB0085,SmartBottle Pro,Personal Care,packing bilkul bakwas,negative,True,2024-03-26T00:00:00
NM0048,NutriMix Blender,Food,Jar material could be better,negative,False,2024-09-05T00:00:00
NM0031,NutriMix Blender,Food,"Powerful motor, grinds everything",positive,False,2024-08-19T00:00:00
BC0021,BoltCharge 20W,Electronics,Travel friendly compact size 😐 🔌,positive,False,2024-06-20T00:00:00
BC0031,BoltCharge 20W,Electronics,cable durability bilkul bekar,negative,True,2024-06-30T00:00:00
NM0010,NutriMix Blender,Food,Cleaning is super easy 😐 🤔,positive,False,2024-07-29T00:00:00
SB0022,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya",neutral,False,2024-01-23T00:00:00
NM0060,NutriMix Blender,Food,Best blender in this price range,neutral,False,2024-09-17T00:00:00
SB0042,SmartBottle Pro,Personal Care,Temperature control accurate hai,positive,False,2024-02-12T00:00:00
NM0035,NutriMix Blender,Food,"Compact design, fits in kitchen 🔌",positive,False,2024-08-23T00:00:00
SB0088,SmartBottle Pro,Personal Care,Cap khula hua tha 🤔,negative,True,2024-03-29T00:00:00
SB0060,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",neutral,False,2024-03-01T00:00:00
NM0093,NutriMix Blender,Food,burning smell jaise kuc jal raha ho,negative,True,2024-10-20T00:00:00
BC0040,BoltCharge 20W,Electronics,Fast charging speed amazing,positive,False,2024-07-09T00:00:00
SB0084,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya 🤔 💭",positive,False,2024-03-25T00:00:00
SB0036,SmartBottle Pro,Personal Care,Value for money product 😐 😐,neutral,False,2024-02-06T00:00:00
SB0127,SmartBottle Pro,Personal Care,packing bilkul bakwas,negative,True,2024-05-07T00:00:00
SB0026,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya",positive,False,2024-01-27T00:00:00
SB0144,SmartBottle Pro,Personal Care,packng bilkul bakwas,negative,True,2024-05-24T00:00:00
BC0013,BoltCharge 20W,Electronics,20W mein itni speed unexpected,positive,False,2024-06-12T00:00:00
NM0074,NutriMix Blender,Food,Warranty coverage acha hai,positive,False,2024-10-01T00:00:00
BC0006,BoltCharge 20W,Electronics,Best charger for iPhone 😊,neutral,False,2024-06-05T00:00:00
NM0007,NutriMix Blender,Food,Warranty coverage acha hai,positive,False,2024-07-26T00:00:00
SB0081,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-03-22T00:00:00
NM0066,NutriMix Blender,Food,motor garam ho gaya,negative,True,2024-09-23T00:00:00
NM0092,NutriMix Blender,Food,Warranty coverage acha hai,positive,False,2024-10-19T00:00:00
SB0008,SmartBottle Pro,Personal Care,Works perfectly for gym use,neutral,False,2024-01-09T00:00:00
SB0145,SmartBottle Pro,Personal Care,seal broken on delivery 😤 😞,negative,True,2024-05-25T00:00:00
BC0047,BoltCharge 20W,Electronics,Phone 30 min mein 50% charge,positive,False,2024-07-16T00:00:00
NM0017,NutriMix Blender,Food,Warranty coverage acha hai 👍 ⭐,neutral,False,2024-08-05T00:00:00
SB0100,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-04-10T00:00:00
SB0146,SmartBottle Pro,Personal Care,cap came loose 😐,negative,True,2024-05-26T00:00:00
NM0046,NutriMix Blender,Food,Warranty coverage acha hai,neutral,False,2024-09-03T00:00:00
BC0029,BoltCharge 20W,Electronics,Adapter build solid hai 💭,positive,False,2024-06-28T00:00:00
NM0042,NutriMix Blender,Food,Warranty coverage acha hai,neutral,False,2024-08-30T00:00:00
NM0085,NutriMix Blender,Food,Jar material could be better,negative,False,2024-10-12T00:00:00
NM0072,NutriMix Blender,Food,Warranty coverage acha hai,positive,False,2024-09-29T00:00:00
SB0045,SmartBottle Pro,Personal Care,Love the temperature display feature,positive,False,2024-02-15T00:00:00
SB0032,SmartBottle Pro,Personal Care,Value for money product 🤔 🤔,positive,False,2024-02-02T00:00:00
NM0076,NutriMix Blender,Food,Multiple speed options useful hain,positive,False,2024-10-03T00:00:00
BC0026,BoltCharge 20W,Electronics,Fast charging speed amazing,positive,False,2024-06-25T00:00:00
BC0037,BoltCharge 20W,Electronics,Cable length perfect hai,neutral,False,2024-07-06T00:00:00
SB0078,SmartBottle Pro,Personal Care,"Keeps water cold for hours, very nice",positive,False,2024-03-19T00:00:00
BC0043,BoltCharge 20W,Electronics,Travel friendly compact size,positive,False,2024-07-12T00:00:00
NM0059,NutriMix Blender,Food,Multiple speed options useful hain,positive,False,2024-09-16T00:00:00
SB0114,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-04-24T00:00:00
BC0032,BoltCharge 20W,Electronics,Adapter bulky hai,negative,False,2024-07-01T00:00:00
NM0095,NutriMix Blender,Food,smell of burnng plastic,negative,True,2024-10-22T00:00:00
BC0012,BoltCharge 20W,Electronics,cable junction se break ...,negative,True,2024-06-11T00:00:00
NM0049,NutriMix Blender,Food,Cleaning is super easy,positive,False,2024-09-06T00:00:00
NM0023,NutriMix Blender,Food,"Powerful motor, grinds everything",neutral,False,2024-08-11T00:00:00
SB0080,SmartBottle Pro,Personal Care,Love the temperature display feature 📦 😐,neutral,False,2024-03-21T00:00:00
SB0069,SmartBottle Pro,Personal Care,Price thoda zyada hai,negative,False,2024-03-10T00:00:00
NM0079,NutriMix Blender,Food,Cleaning is super easy,positive,False,2024-10-06T00:00:00
BC0004,BoltCharge 20W,Electronics,Price compared to others thoda high,negative,False,2024-06-03T00:00:00
BC0022,BoltCharge 20W,Electronics,charging wire weak quality,negative,True,2024-06-21T00:00:00
SB0051,SmartBottle Pro,Personal Care,Keeps water cold,neutral,False,2024-02-21T00:00:00
NM0002,NutriMix Blender,Food,Jar material could be better,negative,False,2024-07-21T00:00:00
BC0041,BoltCharge 20W,Electronics,Cable length perfect hai,positive,False,2024-07-10T00:00:00
SB0037,SmartBottle Pro,Personal Care,Stainless steel quality top notch,neutral,False,2024-02-07T00:00:00
BC0036,BoltCharge 20W,Electronics,cable junction se break ho gaya,negative,True,2024-07-05T00:00:00
NM0087,NutriMix Blender,Food,smell of burning plastic,negative,True,2024-10-14T00:00:00
SB0056,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-02-26T00:00:00
SB0072,SmartBottle Pro,Personal Care,Display battery jaldi drain hoti hai,negative,False,2024-03-13T00:00:00
