review_id,product_name,category,review_text,sentiment,is_seeded,timestamp
SB0025,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha",positive,False,2024-01-26T00:00:00
SB0139,SmartBottle Pro,Personal Care,packaging mein dikkat thi,negative,True,2024-05-19T00:00:00
SB0126,SmartBottle Pro,Personal Care,cap came loose,negative,True,2024-05-06T00:00:00
SB0105,SmartBottle Pro,Personal Care,Cap khula hua tha,negative,True,2024-04-15T00:00:00
SB0107,SmartBottle Pro,Personal Care,Value for money product,neutral,False,2024-04-17T00:00:00
SB0098,SmartBottle Pro,Personal Care,"Lid opens slowly, patience chahiye",negative,False,2024-04-08T00:00:00
SB0012,SmartBottle Pro,Personal Care,"Stylish design, friends ne puca kahan se liya",positive,False,2024-01-13T00:00:00
SB0027,SmartBottle Pro,Personal Care,"Keeps water cold for hours, very nice",neutral,False,2024-01-28T00:00:00
SB0065,SmartBottle Pro,Personal Care,seal broken on delivery,negative,True,2024-03-06T00:00:00
SB0017,SmartBottle Pro,Personal Care,Temperature control accurate hai ...,neutral,False,2024-01-18T00:00:00
SB0063,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-03-04T00:00:00
SB0053,SmartBottle Pro,Personal Care,Value for money product,positive,False,2024-02-23T00:00:00
SB0067,SmartBottle Pro,Personal Care,seal broken on delivery,negative,True,2024-03-08T00:00:00
SB0002,SmartBottle Pro,Personal Care,Love the temperature display feature 📦 😐,positive,False,2024-01-03T00:00:00
SB0085,SmartBottle Pro,Personal Care,packing bilkul bakwas,negative,True,2024-03-26T00:00:00
SB0022,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya",neutral,False,2024-01-23T00:00:00
SB0042,SmartBottle Pro,Personal Care,Temperature control accurate hai,positive,False,2024-02-12T00:00:00
SB0088,SmartBottle Pro,Personal Care,Cap khula hua tha 🤔,negative,True,2024-03-29T00:00:00
SB0060,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",neutral,False,2024-03-01T00:00:00
SB0084,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya 🤔 💭",positive,False,2024-03-25T00:00:00
SB0036,SmartBottle Pro,Personal Care,Value for money product 😐 😐,neutral,False,2024-02-06T00:00:00
SB0127,SmartBottle Pro,Personal Care,packing bilkul bakwas,negative,True,2024-05-07T00:00:00
SB0026,SmartBottle Pro,Personal Care,"Stylish design, friends ne pucha kahan se liya",positive,False,2024-01-27T00:00:00
SB0144,SmartBottle Pro,Personal Care,packng bilkul bakwas,negative,True,2024-05-24T00:00:00
SB0081,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-03-22T00:00:00
SB0008,SmartBottle Pro,Personal Care,Works perfectly for gym use,neutral,False,2024-01-09T00:00:00
SB0145,SmartBottle Pro,Personal Care,seal broken on delivery 😤 😞,negative,True,2024-05-25T00:00:00
SB0100,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-04-10T00:00:00
SB0146,SmartBottle Pro,Personal Care,cap came loose 😐,negative,True,2024-05-26T00:00:00
SB0045,SmartBottle Pro,Personal Care,Love the temperature display feature,positive,False,2024-02-15T00:00:00
SB0032,SmartBottle Pro,Personal Care,Value for money product 🤔 🤔,positive,False,2024-02-02T00:00:00
SB0078,SmartBottle Pro,Personal Care,"Keeps water cold for hours, very nice",positive,False,2024-03-19T00:00:00
SB0114,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-04-24T00:00:00
SB0080,SmartBottle Pro,Personal Care,Love the temperature display feature 📦 😐,neutral,False,2024-03-21T00:00:00
SB0069,SmartBottle Pro,Personal Care,Price thoda zyada hai,negative,False,2024-03-10T00:00:00
SB0051,SmartBottle Pro,Personal Care,Keeps water cold,neutral,False,2024-02-21T00:00:00
SB0037,SmartBottle Pro,Personal Care,Stainless steel quality top notch,neutral,False,2024-02-07T00:00:00
SB0056,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-02-26T00:00:00
SB0072,SmartBottle Pro,Personal Care,Display battery jaldi drain hoti hai,negative,False,2024-03-13T00:00:00
SB0075,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",neutral,False,2024-03-16T00:00:00
SB0011,SmartBottle Pro,Personal Care,Stainless steel quality top notch,positive,False,2024-01-12T00:00:00
SB0030,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu",positive,False,2024-01-31T00:00:00
SB0090,SmartBottle Pro,Personal Care,Stainless steel quality top notch 🤔,neutral,False,2024-03-31T00:00:00
SB0066,SmartBottle Pro,Personal Care,"Keeps water cold for hours, very nice",positive,False,2024-03-07T00:00:00
SB0103,SmartBottle Pro,Personal Care,Love the temperature display feature,positive,False,2024-04-13T00:00:00
SB0000,SmartBottle Pro,Personal Care,"Build quality achi hai, recommend karta hu 💭",positive,False,2024-01-01T00:00:00
SB0010,SmartBottle Pro,Personal Care,Love the temperature display feature,neutral,False,2024-01-11T00:00:00
SB0112,SmartBottle Pro,Personal Care,Love the temperature display feature,neutral,False,2024-04-22T00:00:00
SB0119,SmartBottle Pro,Personal Care,leaked completely,negative,True,2024-04-29T00:00:00
SB0028,SmartBottle Pro,Personal Care,Love the temperature display,positive,False,2024-01-29T00:00:00
SB0046,SmartBottle Pro,Personal Care,packing bilkul bakwas,negative,True,2024-02-16T00:00:00
SB0019,SmartBottle Pro,Personal Care,Love the temperature display feature,positive,False,2024-01-20T00:00:00
SB0089,SmartBottle Pro,Personal Care,Works perfectly for gym use,positive,False,2024-03-30T00:00:00
SB0096,SmartBottle Pro,Personal Care,Display battery jaldi ...,negative,False,2024-04-06T00:00:00
